Rating,Title,Full Review,Information,Service Ratings
1.0 of 5 bubbles,VietJet scammed me for extra money for baggage.,"Had a terrible experience with VietJet Air at Narita, Tokyo Airport. I had weighed both my carry-on and 1 check-in luggage at my Tokyo hotel (Dormy Inn) which had a weighing scale in the lobby. Once I checked in VietJet Air counter at Narita, the games began again claiming my carry-on bag was 8kg, which was 1 kg over the allowed 7kg. No big deal, right? Nope, even after I took some items out of my carry-on to lessen the weight by putting some items in my check-in, they claimed I was still over 7kg by 0.3 kg. You can''t make this stuff up. So I tell them I can either put my cell phone in my check-in which has a battery in the phone or my portable power bank, which is also a battery which is not supposed to be in check-in. I told them it is a danger hazard and against all airlines flight policy. Nevertheless, I paid the extra extorted 2000 Yen ($13 USD) just to be done with it. This is how so many other travelers have been upsold on this airline. They will get you with the baggage hassling.",Date of travel: August 2024,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,"Worst scam airline: charging extra costs at the airport, never on time and errors in booking confirmation","The worst airline I ever flew with. They charge you with all sorts of extra costs at the airport and they cannot guarantee a single flight that leaves on time. With more than 4 hours delay we were entitled to a compensation but as a true scam company they say that you have to send an email and then they refuse to help you ""because your email address on the booking confirmation is different"". I booked 3 flights in advance and everytime my email address in the booking confirmation was changed into something completely different, clearly so they can easily get away with this excuse and not help you or pay the compensation they need to.

Would never recommend this company!!",Date of travel: November 2024,
1.0 of 5 bubbles,"VietJetAir is a waste of money and time, stick to Vietnam Airlines",Our flight was delayed over 4 hours. We talked to the VietJetAir service desk and asked for our flight to be cancelled and to be refunded. We never boarded the flight. We booked an earlier flight. We needed to get to our destination on time. 4 hours delay is unacceptable. A refund was never issued. I called VietJetAir and they said I will not get a refund. When talking to them they act as if I never cancelled the flight and it's too late now.,Date of travel: November 2024,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,"Bad customer service,  lost luggage","0 star if possible. Used them 3 times on our trip. Very bad airline, difficulty checking in online, kiosk machines don't work, ones that work don't print my boarding pass, had to wait for counter after checking in. When I had to use counter check in, I had requested for a row that i had previous 2 flights, I was informed it was fully booked, that row was completely empty during flight.  
With the international flight we had 4 luggage in our group, the airline left 1 of our luggage back in Hanoi. We noticed multiple families were at the lost luggage from the same flight. We knew our luggage location from GPS location tag, notified the airline, they didn’t follow up with us other than the automatic response. We have been regularly emailing the airline with images of where the luggage is located, has been moved from international to domestic today and did not get put on their flight for today (24 hours later). Our luggage is still on Hanoi with no contact from the airline.
Airplane seats are cramped,dirty  and old.
Savings were not worth the bad services,  discomfort and cost of having to replace all essential items.",Date of travel: December 2024,
1.0 of 5 bubbles,Zero service- never on time,"The worst airline regarding punctuality and service! 
They should go to air Asia school and learn from them how to run a budget airline with high rates of customer satisfaction! 
Very rarely that I experienced a departure or arrival with Vietjet on time .",Date of travel: December 2024,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Worst airline company ever,"The worst airline ever. Purchased paid seats online, then been changed without any notification.  Then when checking in the airport, we were asked to pay 2 extra luggages which i already paid online. I showed the staff the proof they just said there was nothing they can do, we had to pay or she wouldn't check us in. They trying to connect the airline, nobody answered the phone just let you listen to the music they hung up itself.  Then I emailed them with all the proof and details,  they just keep asking you ridiculous details making it difficult not willing to admit nor take responsibility for their own mistakes nor any explanations for our seats changing.  I ,would suggest you all not flying with this airline company unless you really have no choice. and be careful when booking, as I already bought extra luggages,I didn't know where the 2 more extra were coming from the worse they charged me twice then play dead. 
THE WORST AIRLINE COMPANY EVER!!!",Date of travel: December 2024,
1.0 of 5 bubbles,"One of the Worst Airlines, Money Looting group","I think they can't afford for young staffs including air hostess, Everywhere aged Grandma's are serving in vietnam . Also for money they will weigh iur luggage in 2-3 places , Each machine will show diff weights. Before entering into flight also they will weigh which will show wrong value and they were charged as some extra cash for this and said if we paid only we are allowed to enter into flight . One if the worst airlines,not recommended",Date of travel: December 2024,
1.0 of 5 bubbles,Worst,Well as the name implied worst airline is not for show. Just scrolled down and see what people are saying. I could not agree more.,Date of travel: December 2024,
1.0 of 5 bubbles,"Worst ever rip off - No zero, nor subzero, the derved","Tourist rip-off
Despite having arrived 2h30m before the flight at the airport, they made me go through 6 different counters. In spite of me stating that my flight was at 16h15.
So, thinking i would save time, made the online check in, as i do everywhere in the world, and then had to loose more than 1h through 4 different counters and pay more than 100000VND to change the name on boarding pass (everywhere in the world i have been to before, last name is family name, given name is first name...all the rest are middle names).
Then, made be go through another 3 counters, to state that check in of luggage was closed, so i had to change flight. Even if my backpack has been with me on cabbin luggage everywhere in the world, first time i had to check it in, even under exceptional circumstances.
So, had to go through another 4 counters and pay yet more than half a million dongs for a flight that will make me loose my flight and my hotel bookings.",Date of travel: December 2024,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Money grabber and terrible customer service,Made a mistake of getting the full name in the wrong order as it is a Vietnamese name with the family name first.  Vietjet didn't allow us to update the name and charged a penalty fee for updating name. Extremely unhelpful staff. Do a favor and fly with a more expensive airline for better customer service.,Date of travel: December 2024,
1.0 of 5 bubbles,Attrocious.  Stay away from this carrier at all cost.,Terrible service.  Check in staff find every opportunity to force passengers to pay more for excess baggage or any discrepancies between the names on the boarding pass and their ID document.,Date of travel: December 2024,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Do not fly this airlive,"Thankfully I never gained the displeasure of flying with this criminal enterprise masquerading as a reputable airline. Date included above was simply to provide this review. The one star should also be a zero but a star was needed to complete the review.

For almost 5 years I have been awaiting a refund as promised by them for flights they cancelled. Lies, BS and time wasting on a level I haven’t experienced anywhere. God forbid anyone foolish enough to spend money with them. Disgraceful. Would appreciate any insight on legal avenues to pursue this.",Date of travel: December 2023,
1.0 of 5 bubbles,ABSOLUTELY TERRIBLE AIRLINE,"They randomly cancel travel for a random selection of travellers if they are flying a smaller aircraft. They missed luggage for the WHOLE FLIGHT. Zero customer support, zero customer satisfaction.",Date of travel: December 2024,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
