Rating,Title,Full Review,Information,Service Ratings
4.0 of 5 bubbles,Pretty good,"I was flying to Melbourne from Hanoi in Bamboo Airways. First that flight was full so they checked our bags (they only check our bags because the flight was full, not for taking more money from passengers like budget airlines). The boarding was a bit long but I got into the plane. That day I flew the economy class. The legroom was pretty good so I give it a 9.5/10. The containing suitcase was spacious so I give it a 10/10. The flight was on time. The screen was exceptional with sensitive screen and lots of Vietnamese shows. But there are still some English shows. I give it an 8.25/10 because the map is not very detailed. The seat can recline but doesn't recline much and it isn't very comfortable. So it gets 7.75/10. I recommend you to bring a pillow if you fly long-haul trips. The airplane is a bit dirty at the corners. I think that they were rushing to prepare for the my flight. Gets 7.5/10. The restroom is very clean and neat with some air refresher. The water was working and soap is very fragant. Bamboo Airways gets full marks on restroom. The pilot speaks Engligh very fluently, so I can understand. After the plane reached its crusing altitude, they started to serve dinner. I chose some potatoes and some fishes. The food was a bit dissapointing. So the airline got a 7/10 on food. After over 9 hours of flying we landed in Melbourne ON TIME. In my opinion, the on time is a thing that a lot of Western airlines can't do but Vietnam's can. Its pretty good, if you want to fly from place to place.",Date of travel: January 2023,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
5.0 of 5 bubbles,No problems,"This was the first time we had flown Bamboo Airlines. Check-in was a breeze, flight left on time. Seat was ok and I had plenty of leg room (I am 180cm). Flight was smooth. Landed at Dong Hoi and waited less than 5 minutes for our bags. Went outside, got transport and was all checked in at new hotel within 30 minutes. A very good experience.",Date of travel: September 2023,
2.0 of 5 bubbles,Terrible smell and 'liquid' dripping from overhead lockers,"Thank goodness we only had to endure this aircraft for a one hour flight. When we boarded we noticed a terrible smell...as if something had died! Then after take off, an unknown liquid (hopefully just water) started dripping from several of the overhead lockers, which the cabin crew attempted to mop up with tissues. The cabin looked tired and was grubby. 
",Date of travel: September 2023,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
5.0 of 5 bubbles,Very good experience ,"After just getting home from my trip to Vietnam using bamboo airways in business class, I would 100 percent recommend flying with them and I will be flying with them again in the future. The food was amazing and the service they gave was really good. They tried their best with the language barrier but it was all good 😊 the seat was very comfortable and the price of the flight was good compared to Vietnam airlines.",Date of travel: August 2023,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
5.0 of 5 bubbles,Very good value in Business Class,I flew business in the pristine 787 with excellent service from check in to disembarkation. Sensationally good price and a very good flying experience.,Date of travel: July 2023,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Bad service!,"Really bad service.
Not recommend at all, flight was delayed.
Call center do nothing and hang up on the phone while in middle of conversation.",Date of travel: August 2023,
5.0 of 5 bubbles,Quiet & attentive service in business ,"My experience with BAMBOO was awesome from the ground staff to the cabin crew. 
Objections to their in-between meals offerings. ",Date of travel: August 2023,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,HORRIBLE AIRLINE AVOID AT ALL COST,"Completly useless airline, never book here. They have no idea what they are doing, absolute nightmare of an experience",Date of travel: September 2023,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,MEL-HAN_MEL - Economy (Comfort seats and Business Class),"BUYER BEWARE
We booked our flights in good faith in November 2022 based on these facts:

Direct flight into HANOi from Melbourne (at the time VN Air didn't offer this service.

-MEL- HAN day flight - booked economy - 8th August 23 - 9:10 DEP 15:55pm ARR
-Han _MEL night flight - booked business - 23rd August 23 - 19:05pm DEP 6:30 ARR +1 day
We booked business on the night flight so we could sleep and economy for the day flight

They then changed our outbound flight

-MEL- HAN day flight - booked economy - 7th August 23 - 15:00 DEP 21:45pm ARR
-Han _MEL night flight - booked business - 23rd August 23 - 19:05pm DEP 6:30 ARR +1 day
No big deal, we get an extra days holiday!

They then changed our outbound flight again

-MEL- HAN day flight - booked economy - 7th August 23 - 22:30 DEP 05:15am ARR A NIGHT flight
-Han _MEL night flight - booked business - 23rd August 23 - 19:05pm DEP 6:30 ARR +1 day

Then without so much as an email they cancelled our inbound flight and gave us a choice of losing 3 days holidays or gaining 4 days. This was a week before we left for our holidays

-MEL- HAN day flight - booked economy - 7th August 23 - 15:00 DEP 21:45pm ARR
-Han _MEL night flight - booked business - 28th August 23 - 8:00am DEP 20:30pm ARR

I had to ring there Vietnam office in Hanoi as I couldn't get a response from there team here in Melbourne.

I asked to change the outbound to business as it was a night flight and the inbound flight to economy as it was a day flight - was told not without a fee. Why do I have to pay a fee for their continuous messing around?

Furthermore on the business class flight they ran out of beer after 3 hours and the beef stew wasn't available as they were sold out. There were only 9 people in business class and four of them hadn't even paid full fare. The service was terrible  - if you wanted something you had to keep asking, not once was I asked if I needed anything outside of the meal times and they were miles apart - 9:30am breakfast and 4:00pm lunch/dinner, remember  this is BUSINESS class

Back to Vietnam Airlines for me.

",Date of travel: August 2023,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Bobobobo to Bamboo Absolute deception airline,Girst time booked with Bamboo then suddenly they emailed to cancel our direct flight with an absurd excuse of  rescheduling and gave us  2 options either accept a  NON DIRECT FLIGHT 6hours lay over or rebook another flight 15days proir or 15days later - adbolutly absurd and stupidity!!! We took the refund option amd NEVER  trust to book Bamboo-boo-boo-boo again!!,Date of travel: December 2022,
1.0 of 5 bubbles,Really bad airways. Would not recommend this! Don't book with it!,"This is the most terrible airways ever. Our flight was delayed, without contacting us or giving a good reason. The didn't send a message before, although they knew it. So we had to spend all the time at the airport. No compensation, no voucher to drink something.

Don't book with this company!",Date of travel: August 2023,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
1.0 of 5 bubbles,Absolutely appalling customer service,"Absolutely appalling customer service. I paid almost 2000$ for return tickets to Vietnam and since then had asked the airline to cancel and refund me. I was happy to pay almost $200 in cancellation fees. 
However, since my bank card which I used to pay for was hacked, I asked them to refund to my bank account instead. 
I contacted their supposedly AU office, who then refused any responsibility and told me to contact the call centre in VN. I sent countless emails to their vietnam call centre and even asked my friend in Vietnam to come to their office in HCM city but they still refused to transfer back to my bank account.
Each time I sent an email to them, they responded with the exact same message as if they didn't read my email.
I can tell you I am not the first person to lose refund money with Bamboo. Avoid them at all cost.",Date of travel: June 2023,
2.0 of 5 bubbles,Contender for worst passengers,"I took two flights, one domestic and one international. 

Overall, some of the most poorly-behaved passengers I've ever encountered. Pushing/shoving to get to seats and deplane, kids running wild, people and kids putting their bare feet everywhere, people carrying stinky food. During one flight, I felt something press against my elbow and it was a woman in the row behind me trying to rest her bare feet on my armrest. Naturally, I got up and yelled at her.

Flight crew seemed to be going through the motions and disinterested in enforcing basic rules and decency.

The interior of the plane for my international flight was in bad shape, with the seats looking like they had been through a warzone.

The only redeeming characteristic of this airline is that they don't seem to be unreasonably anal about carry-on luggage.

Would not fly again unless I absolutely had no alternative.",Date of travel: August 2023,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
